Price,Boat Type,Manufacturer,Type,Year Built,Length,Width,Material,Number of views last 7 days,Currency,EURO Price,Country,City
289950,Flybridge,Jeanneau power boats,"new boat from stock,Diesel",2019,11.4,3.84,PVC,28,Â£ ,289950,United Kingdom ," Swanwick, Swanwick"
317849,Motor Yacht,Jeanneau power boats,new boat on order,2020,12.33,3.8,GRP,29,EUR,317849,Germany, BÃ¶nningstedt
316417,Flybridge,Jeanneau power boats,"Used boat,Diesel",2016,11.43,3.84,PVC,80,EUR,316417,Belgium ," OOSTENDE, Belgique"
315665,Bowrider,Frauscher power boats,"new boat from stock,Unleaded",2020,9.99,2.99,GRP,177,EUR,315665,Switzerland, Lake Constance 
326000,Trawler,BÃ©nÃ©teau power boats,"new boat from stock,Diesel",2020,11.29,4.03,PVC,34,EUR,326000,France," SAINT GILLES CROIX DE VIE, LES SABLES OLONNE"
325000,Motor Yacht,Greenline power boats,"new boat from stock,Hybrid",2019,12,3.75,GRP,384,EUR,325000,Switzerland, Neuenburgersee 
325000,Trawler,Pikmeerkruiser power boats,Used boat,2015,12.9,4.05,Steel,56,EUR,325000,Netherlands, Grou
325000,Trawler,Linssen power boats,Used boat,2001,13.72,4.3,GRP,132,EUR,325000,Netherlands, In verkoophaven
325000,Motor Yacht,Fairline power boats,Used boat,2005,15.61,4.27,GRP,45,EUR,325000,Spain, Alicante
325000,Motor Yacht,Princess power boats,"Used boat,Diesel",2012,14.35,3.99,GRP,68,EUR,325000,Croatia , INFO DD-YACHTING
325000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2002,17.07,4.6,GRP,54,EUR,325000,Spain, Mallorca 
325000,Hardtop,Sunseeker power boats,"Used boat,Diesel",1997,24.35,6,GRP,150,EUR,325000,Italy, Sardegna 
325000,Hardtop,Sunseeker power boats,"Used boat,Diesel",2007,17.1,4.6,GRP,44,EUR,325000,France, La Napoule
2502188,Hardtop,Greenline power boats,new boat from stock,2020,11.99,3.75,GRP,71,DKK,325284.44,Denmark, ab vÃ¦rft
2500000,Flybridge,Storebro power boats,Used boat,2004,14.2,4.25,GRP,147,DKK,325000,Denmark, Nordjylland
335000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2009,14,4.29,GRP,129,EUR,335000,Portugal, Lisbon
335000,Motor Yacht,Azimut power boats,"Used boat,Diesel",2007,15.54,4.3,GRP,125,EUR,335000,Portugal, Vilamoura
335000,Hardtop,Apreamare power boats,"Used boat,Diesel",2007,14.7,4.7,GRP,41,EUR,335000,Italy, Mar Tirreno
335000,Flybridge,Jeanneau power boats,"Used boat,Diesel",2019,11.43,3.8,PVC,63,EUR,335000,France," VILLENEUVE LOUBET, France"
331296,Flybridge,Jeanneau power boats,"new boat on order,Diesel",2020,11.43,3.84,GRP,36,EUR,331296,Germany, Bayern 
345000,Motor Yacht,AICON Yachts power boats,"Used boat,Diesel",2008,17.4,4.8,GRP,43,EUR,345000,Italy, Apulien
345000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2003,19.51,1.4,GRP,69,EUR,345000,Greece, Athens
345000,Motor Yacht,Sea Ray power boats,"Used boat,Diesel",1997,19.8,4.8,GRP,84,EUR,345000,Spain, Mallorca 
345000,Flybridge,Hatteras power boats,"Used boat,Diesel",2001,18.95,5.28,GRP,44,EUR,345000,Italy, Mar Tirreno
345000,Flybridge,Viking power boats,"Used boat,Diesel",2008,15.12,4.36,PVC,49,EUR,345000,Cyprus," ????a?a, ????a?a"
340500,Sport Boat,Invictus power boats,new boat on order,2020,11.4,3.5,GRP,162,EUR,340500,Switzerland, Lake Constance 
350000,Trawler,BÃ©nÃ©teau power boats,"new boat from stock,Diesel",2020,11.29,3.96,PVC,28,EUR,350000,France," Cogolin, France"
350000,Trawler,BÃ©nÃ©teau power boats,"Used boat,Diesel",2015,13.88,4.25,GRP,70,EUR,350000,Croatia , Split
350000,Hardtop,Sunseeker power boats,"Used boat,Diesel",1997,23.98,5.95,GRP,62,EUR,350000,Italy, Sardegna 
350000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2001,20.46,5.21,GRP,42,EUR,350000,Italy, Lingano
350000,Flybridge,Astondoa power boats,"Used boat,Diesel",1995,20,5,PVC,118,EUR,350000,Spain," Alicante (Alacant), Espagne"
350000,Flybridge,Cantieri Estensi power boats,"Used boat,Diesel",2007,14.5,4.4,GRP,123,EUR,350000,Italy, Liguria 
350000,Motor Yacht,Bavaria power boats,"Used boat,Unleaded",2018,13.29,3.99,GRP,276,EUR,350000,Germany, Brandenburg 
350000,Hardtop,Fairline power boats,"Used boat,Diesel",2005,15.7,4.22,GRP,67,EUR,350000,Spain, Mallorca 
360000,Catamaran,Fountaine Pajot power boats,"Used boat,Diesel",2017,11,5.1,PVC,85,EUR,360000,France," LORIENT, France"
360000,"Classic,Flybridge",Alalunga power boats,"Used boat,Diesel",1976,22,5.98,Wood,97,EUR,360000,Italy, Mar Tirreno
359900,Motor Yacht,Princess power boats,"Used boat,Diesel",2004,18.2,4.6,GRP,47,EUR,359900,Croatia , INFO BOOTE RIEDL NOVIGRAD
328000,Hardtop,Sunseeker power boats,"Used boat,Diesel",2008,16.15,4.6,GRP,65,Â£ ,328000,Spain, Sotogrande
359000,Hardtop,Prestige Yachts power boats,"Used boat,Diesel",2013,15.2,4.5,PVC,56,EUR,359000,Croatia ," DUBROVNIK, Croatie"
359000,House Boat,Overblue power boats,Used boat,2016,13.5,4.2,GRP,104,EUR,359000,Croatia , In verkoophaven
359000,Hardtop,Fairline power boats,"Used boat,Diesel",2005,18.88,4.75,GRP,80,EUR,359000,Denmark, NÃ¤he Flensburg
359000,Center console boat,Wellcraft power boats,"new boat from stock,Unleaded",2020,10.76,3.25,PVC,54,EUR,359000,France," BORMES LES MIMOSA, France"
359000,Trawler,Integrity power boats,"new boat from stock,Diesel",2020,11.7,4.11,GRP,36,EUR,359000,Germany, Rostock
374500,Motor Yacht,Regal power boats,"Used boat,Unleaded",2018,11.23,3.45,GRP,204,EUR,374500,Germany, Mosel 
373350,Sport Boat,Sea Ray power boats,"new boat from stock,Unleaded",2020,10.31,3.25,GRP,146,EUR,373350,Austria, Linz
372900,Hardtop,Jeanneau power boats,"new boat from stock,Diesel",2020,11.47,3.59,GRP,29,EUR,372900,Germany, BÃ¶nningstedt
339000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2013,12.19,3.9,GRP,50,Â£ ,339000,Portugal, Vilamoura
370000,Flybridge,Dominator power boats,"Used boat,Diesel",2003,19.2,5.18,GRP,47,EUR,370000,Croatia , NOVIGRAD
370000,Motor Yacht,Atlantis power boats,"Used boat,Diesel",2009,16.73,4.54,GRP,90,EUR,370000,Greece, Paleo Faliro
385000,Flybridge,Sealine power boats,Used boat,2008,15.8,4.52,GRP,59,EUR,385000,Netherlands, REGIO ROERMOND
385000,Hardtop,BÃ©nÃ©teau power boats,"new boat from stock,Diesel",2020,12.67,3.87,PVC,71,EUR,385000,Spain," Barcelona, Espagne"
380741,Motor Yacht,Sealine power boats,"new boat from stock,Diesel",2020,11.99,3.85,GRP,68,EUR,380741,Germany, Nordsee 
380000,Hardtop,Sessa power boats,"new boat from stock,Diesel",2020,13.2,3.9,GRP,122,EUR,380000,Italy, Toscana 
380000,Hardtop,Apreamare power boats,Used boat,2004,16.2,5.6,GRP,71,EUR,380000,Italy, Campania 
380000,Flybridge,Posillipo power boats,"Used boat,Diesel",1996,20.2,5.5,GRP,38,EUR,380000,Italy, Sabaudia
380000,Motor Yacht,De Vries power boats,"Used boat,Diesel",1990,20,5.6,Aluminium,93,EUR,380000,Germany, Hamburg 
380000,Motor Yacht,Riva power boats,"Used boat,Diesel",2007,10.07,2.8,GRP,160,EUR,380000,Germany, N.-Deutschland
380000,Flybridge,Fairline power boats,"Used boat,Diesel",2003,18.44,4.91,GRP,61,EUR,380000,Croatia , INFO DD-YACHTING
380000,Flybridge,Dellapasqua power boats,"Used boat,Diesel",2009,17.98,4.95,GRP,113,EUR,380000,Italy, Toscana 
380000,Motor Yacht,Aquanaut power boats,"Used boat,Diesel",2008,16.5,4.55,Steel,91,EUR,380000,Netherlands, Op aanvraag - Auf Anfrage - On request
357000,Hardtop,Sunseeker power boats,"Used boat,Diesel",2007,16.15,4.6,GRP,50,Â£ ,357000,Italy, Lavagna
390930,Cabin Boat,Sea Ray power boats,"new boat on order,Unleaded",2021,9.86,3.25,GRP,316,EUR,390930,Germany, Baden-WÃ¼rttemberg 
390000,Hardtop,AICON Yachts power boats,"Used boat,Diesel",2010,20.11,5.08,GRP,102,EUR,390000,Spain, Valencia
390000,Motor Yacht,Azimut power boats,"Used boat,Diesel",2007,16.7,4.5,GRP,58,EUR,390000,Spain, Alicante
390000,Motor Yacht,Dalla Pieta power boats,"Used boat,Diesel",2000,20,5,GRP,72,EUR,390000,Croatia , Dalmatia
390000,Flybridge,Cayman power boats,"Used boat,Diesel",2008,15,4.5,GRP,59,EUR,390000,Italy, Marche - Umbria 
421450,Motor Yacht,Salpa power boats,new boat from stock,2019,11.95,3.85,GRP,198,CHF,425664.5,Switzerland, Lake Constance 
389500,Sport Boat,Frauscher power boats,"new boat from stock,Unleaded",2020,10.17,2.98,GRP,425,EUR,389500,Switzerland, Lake Constance 
399000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",1997,17.4,4.7,GRP,188,EUR,399000,Croatia , INFO BOOTE RIEDL NOVIGRAD
399000,Motor Yacht,Princess power boats,"Used boat,Diesel",2007,16.36,4.47,GRP,81,EUR,399000,Croatia , INFO BOOTE RIEDL TROGIR
399000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2008,17.6,4.42,GRP,35,EUR,399000,Croatia , Rijeka
399000,Hardtop,Prestige Yachts power boats,"Used boat,Diesel",2012,15.6,4.5,PVC,61,EUR,399000,France," CANET EN ROUSSILLON, CANET EN ROUSSILLON"
399000,Trawler,Linssen power boats,"Used boat,Diesel",2006,14.65,4.47,Steel,95,EUR,399000,Slovenia , Adriatic
399000,Motor Yacht,Azimut power boats,"Used boat,Diesel",2005,17,4,GRP,70,EUR,399000,Croatia , Dalmatia
399000,Motor Yacht,Jeanneau power boats,"Used boat,Diesel",2017,14.3,4.1,GRP,70,EUR,399000,Netherlands, wemeldinge
399000,Motor Yacht,Jeanneau power boats,"Used boat,Diesel",2017,14.3,4.1,GRP,221,EUR,399000,Netherlands, ZEELAND
399000,Motor Yacht,Azimut power boats,"Used boat,Diesel",2017,13.86,4.25,GRP,122,EUR,399000,Croatia , Istrien
399000,Flybridge,BÃ©nÃ©teau power boats,"Used boat,Diesel",2020,13.43,4.2,PVC,72,EUR,399000,Sweden ," Stockholm, Stockholm"
399000,Flybridge,Prestige Yachts power boats,"Used boat,Diesel",2014,13.96,4.25,PVC,87,EUR,399000,France," Cavalaire, ANTIBES"
415000,Motor Yacht,Ferretti power boats,"Used boat,Unleaded",2000,19.5,5.1,GRP,42,EUR,415000,Greece, Athen
415000,Motor Yacht,Azimut power boats,"Used boat,Diesel",2011,13.78,4.3,GRP,41,EUR,415000,Croatia , INFO DD-YACHTING
415000,Flybridge,Prestige Yachts power boats,"Used boat,Diesel",2017,12.64,3.97,PVC,29,EUR,415000,France," Grimaud, Grimaud"
415000,Trawler,BÃ©nÃ©teau power boats,"Used boat,Diesel",2018,13.88,4.25,PVC,87,EUR,415000,France," SAINT GILLES CROIX DE VIE, SAINT GILLES CROIX DE V"
415000,Motor Yacht,Elling power boats,Used boat,2011,14.95,4.25,GRP,67,EUR,415000,Netherlands, In verkoophaven
375000,Motor Yacht,BÃ©nÃ©teau power boats,"Used boat,Diesel",2019,14.81,4.18,GRP,127,Â£ ,375000,United Kingdom , Swanwick
410000,Flybridge,Cayman power boats,"Used boat,Diesel",2007,18.6,5.07,GRP,58,EUR,410000,Italy, Toscana 
410000,Cabin Boat,Nimbus power boats,"new boat on order,Diesel",2020,10.87,3.4,GRP,267,EUR,410000,Sweden , In Produktion
410000,Trawler,Grand Banks power boats,"Used boat,Diesel",2005,14.02,4.5,GRP,122,EUR,410000,France, PACA
409000,Flybridge,BÃ©nÃ©teau power boats,"Used boat,Diesel",2016,15.1,4.32,PVC,67,EUR,409000,France," 44380 PORNICHET, France"
409000,Flybridge,BÃ©nÃ©teau power boats,"Used boat,Diesel",2016,15.1,4.32,PVC,54,EUR,409000,France," PORNICHET, France"
430000,Flybridge,Azimut power boats,"Used boat,Diesel",2008,17.48,4.8,GRP,52,EUR,430000,Italy, Lazio 
430000,Hardtop,Nimbus power boats,"new boat on order,Diesel",2020,11.33,3.4,GRP,279,EUR,430000,Germany, Mosel 
430000,Motor Yacht,Jeanneau power boats,"Used boat,Diesel",2017,13.93,4.1,GRP,301,EUR,430000,Germany, LÃ¼becker Bucht 
429111,Motor Yacht,Sessa power boats,"new boat from stock,Diesel",2021,11.5,3.75,GRP,209,EUR,429111,Switzerland, VierwaldstÃ¤ttersee 
429000,Catamaran,Fountaine Pajot power boats,"Display Model,Diesel",2018,11,5.1,GRP,88,EUR,429000,Spain, Mallorca 
429000,Flybridge,Prestige Yachts power boats,"Used boat,Diesel",2015,13.96,4.31,GRP,74,EUR,429000,Spain, Mallorca 
429000,Flybridge,Prestige Yachts power boats,"Used boat,Diesel",2015,13.96,4.3,GRP,100,EUR,429000,Spain, Mallorca 
429000,Flybridge,Prestige Yachts power boats,"Used boat,Diesel",2015,13,4,PVC,53,EUR,429000,Spain," Palma, Espagne"
429000,Motor Yacht,Brabus power boats,"new boat from stock,Unleaded",2019,11.73,3.35,GRP,325,EUR,429000,Germany, Ausstellungshalle Traben-Trarbach 
429000,Hardtop,Prestige Yachts power boats,"Used boat,Diesel",2014,15.2,4.5,PVC,71,EUR,429000,France," CANET EN ROUSSILLON, CANET EN ROUSSILLON"
429000,Flybridge,Azimut power boats,"Used boat,Diesel",2005,19.25,5.06,GRP,73,EUR,429000,Croatia , INFO BOOTE RIEDL SUKOSAN
449000,Flybridge,Jeanneau power boats,"Used boat,Diesel",2014,12.52,4.25,GRP,95,EUR,449000,France, PACA
448000,Hardtop,Princess power boats,"Used boat,Diesel",2007,16.12,4.47,GRP,72,EUR,448000,Italy, Nord Adria
446760,Trawler,BÃ©nÃ©teau power boats,"new boat from stock,Diesel",2020,13.43,4.25,PVC,80,EUR,446760,France," saint cyprien, France"
446760,Trawler,BÃ©nÃ©teau power boats,"new boat from stock,Diesel",2020,13.43,4.25,PVC,68,EUR,446760,France," saint cyprien, France"
445000,Fishing Boat,Cabo power boats,"Used boat,Diesel",2007,14.67,4.82,GRP,77,EUR,445000,Italy, Sardegna 
445000,Flybridge,Seaway power boats,"Used boat,Diesel",2005,16,4,GRP,77,EUR,445000,Croatia , Kvarner
445000,Catamaran,Fountaine Pajot power boats,"Used boat,Diesel",2007,13.95,6.55,GRP,83,EUR,445000,France, Marseille
445000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2008,17,4,GRP,98,EUR,445000,Croatia , On request
480000,"Classic,Runabout",Pedrazzini power boats,"Used boat,Unleaded",2008,10.3,2.98,Wood,422,CHF,484800,Switzerland, Lake of Zurich 
3299000,Motor Yacht,Marex power boats,"Used boat,Diesel",2020,11.49,3.49,GRP,154,DKK,428870,Denmark, Ultimo Juni 2020 Reese Marin
441666,Hardtop,BÃ©nÃ©teau power boats,"Used boat,Diesel",2015,15.1,4.27,PVC,53,EUR,441666,France," HYERES, France"
495000,Hardtop,Marex power boats,new boat from stock,2019,11.49,3.49,GRP,271,CHF,499950,Switzerland, Goldach
457198,Pilothouse,Jeanneau power boats,"new boat on order,Diesel",2020,14.3,4.1,GRP,70,EUR,457198,Germany, Bayern 
457198,Motor Yacht,Jeanneau power boats,"new boat on order,Diesel",2020,14.3,4.1,GRP,44,EUR,457198,Germany, BÃ¶nningstedt
455000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2009,17.65,4.63,GRP,30,EUR,455000,Turkey, Gocek
453000,Trawler,Super Lauwersmeer power boats,Used boat,2017,14.2,4.36,Steel,136,EUR,453000,Netherlands, In verkoophaven
450000,Trawler,Doggersbank power boats,"Used boat,Diesel",1990,19,5,Steel,36,EUR,450000,Netherlands, onbekend
475000,Motor Yacht,Dominator power boats,"Used boat,Diesel",2002,20,5,GRP,81,EUR,475000,Croatia , Dalmatia
475000,Trawler,van der Heijden power boats,Used boat,2009,18,5.3,Steel,107,EUR,475000,Netherlands, onbekend
475000,Motor Yacht,Leopard power boats,"Used boat,Diesel",2006,24.08,6.04,GRP,87,EUR,475000,France, South of France
475000,Motor Yacht,Wim van der Valk power boats,"Used boat,Diesel",2009,17,4.6,Steel,139,EUR,475000,Netherlands, Urk (NL)
475000,Flybridge,Sunseeker power boats,"Used boat,Diesel",2002,20.27,5.21,Carbon Fiber,183,EUR,475000,Spain, Costa Brava 
475000,Hardtop,BÃ©nÃ©teau power boats,"Used boat,Diesel",2017,14.78,4.15,PVC,126,EUR,475000,France," Cannes, France"
475000,Motor Yacht,Linssen power boats,"Used boat,Diesel",2015,13.25,4.35,Steel,128,EUR,475000,Netherlands, Limburg 
473304,Sport Boat,Cranchi power boats,"new boat from stock,Diesel",2020,11.7,3.53,GRP,228,EUR,473304,Italy," Marine Test Centre ""Italo Monzino"""
473000,Flybridge,Prestige Yachts power boats,"Used boat,Diesel",2013,14.99,4.5,GRP,110,EUR,473000,Spain, Costa Blanca 
473000,Hardtop,Sealine power boats,"Display Model,Diesel",2020,12,3.85,GRP,140,EUR,473000,Germany, Kieler Bucht mit Fehmarn 
490000,Motor Yacht,Marquis power boats,"Used boat,Diesel",2008,15.09,4.88,GRP,45,EUR,490000,Croatia , INFO DD-YACHTING
490000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2001,20.06,5.45,GRP,179,EUR,490000,Spain, Ibiza
490000,Trawler,BÃ©nÃ©teau power boats,"Used boat,Diesel",2014,14.99,4.65,PVC,58,EUR,490000,France," PORNICHET, PORNICHET"
490000,Trawler,BÃ©nÃ©teau power boats,"Used boat,Diesel",2014,14.99,4.65,PVC,169,EUR,490000,France," PORNICHET, PORNICHET"
490000,Motor Yacht,Fairline power boats,"Used boat,Diesel",2009,19.51,4.75,GRP,75,EUR,490000,Italy, Venice
490000,Flybridge,BÃ©nÃ©teau power boats,"Used boat,Diesel",2014,15.1,4.32,PVC,56,EUR,490000,France," ARZON, ARZON"
489900,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2011,15.75,4.29,GRP,153,EUR,489900,United Kingdom , Gb SÃ¼d West
455000,Flybridge,Sunseeker power boats,"Used boat,Diesel",2007,18.29,5,GRP,62,Â£ ,455000,France, Antibes
455000,Motor Yacht,Princess power boats,"Used boat,Diesel",2012,14.72,4.35,GRP,154,Â£ ,455000,Spain, Alicante
499000,Motor Yacht,Azimut power boats,"Used boat,Diesel",2006,18.4,4.9,GRP,39,EUR,499000,Croatia , Informationen BCM-Yachtsales
499000,Flybridge,Princess power boats,"Used boat,Diesel",2008,19.2,4.88,GRP,86,EUR,499000,Croatia , Split
499000,Hardtop,Prestige Yachts power boats,"Used boat,Diesel",2015,15.2,4.47,PVC,49,EUR,499000,France," Mandelieu la Napoule, Mandelieu la Napoule"
499000,Flybridge,Aicon power boats,"Used boat,Diesel",2007,20.41,5.28,GRP,93,EUR,499000,Italy, INFO BOOTE RIEDL
499000,Offshore Boat,Sunseeker power boats,"Used boat,Diesel",2006,18.9,5,GRP,100,EUR,499000,France, South of France
499000,Trawler,BÃ©nÃ©teau power boats,"new boat from stock,Diesel",2020,13.43,4.2,PVC,34,EUR,499000,France," LES SABLES OLONNE, France"
499000,Flybridge,Princess power boats,"Used boat,Diesel",2008,19.3,5.03,GRP,76,EUR,499000,Croatia , INFO BOOTE RIEDL TROGIR
499000,Catamaran,Leopard power boats,"Used boat,Diesel",2015,15.54,7.64,GRP,62,EUR,499000,Croatia , Marina
535441,Hardtop,Sealine power boats,"new boat from stock,Diesel",2020,13.55,4.2,GRP,55,EUR,535441,Germany, Nordsee 
535000,Flybridge,Prestige Yachts power boats,"Used boat,Diesel",2016,15.2,4.5,PVC,82,EUR,535000,France," Ouistreham, France"
530000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2001,22.56,5.21,GRP,72,EUR,530000,Spain, Roses
530000,Motor Yacht,Blu Martin power boats,"Used boat,Diesel",2011,17.07,5.03,GRP,48,EUR,530000,Italy, NAPLES
530000,Motor Yacht,Tuccoli power boats,"Used boat,Diesel",2017,13.65,4.1,GRP,59,EUR,530000,Italy, Toscana 
529000,Motor Yacht,Sealine power boats,"new boat from stock,Diesel",2020,12.5,3.85,GRP,81,EUR,529000,Germany, LÃ¼becker Bucht 
529000,Motor Yacht,Haines power boats,Used boat,2018,12.2,4.06,GRP,79,EUR,529000,Netherlands, In verkoophaven
479000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2013,15.79,4.27,GRP,60,Â£ ,479000,Portugal, Vilamoura
550000,Hardtop,Azimut power boats,"Used boat,Diesel",2006,20.65,5.07,GRP,106,EUR,550000,Italy, Campania 
550000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2007,19.81,5.03,GRP,36,EUR,550000,Spain, Ibiza
550000,Hardtop,BÃ©nÃ©teau power boats,"Used boat,Diesel",2018,14.78,4.2,PVC,52,EUR,550000,France," Lorient, Lorient"
550000,Flybridge,Prestige Yachts power boats,"Used boat,Diesel",2013,19.5,5.12,PVC,99,EUR,550000,Croatia ," ZAGREB, Croatie"
550000,Flybridge,Sanlorenzo power boats,"Used boat,Diesel",2000,22.78,5.68,GRP,32,EUR,550000,Italy, Friuli-Venezia Giulia
550000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2006,19.6,5.03,GRP,124,EUR,550000,Portugal, Porto
550000,Motor Yacht,Overmarine power boats,"Used boat,Diesel",2004,23.23,5.6,GRP,63,EUR,550000,France, Mittelmeer
550000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2008,19.81,5.03,GRP,89,EUR,550000,France, Antibes
550000,Flybridge,Prestige Yachts power boats,"Used boat,Diesel",2013,19.5,5.12,PVC,46,EUR,550000,Montenegro," Tivat, MontÃ©negro"
550000,House Boat,Baikal power boats,"new boat on order,Diesel",2021,18,8,Steel,464,EUR,550000,Russia, Moskau
550000,Motor Yacht,Fairline power boats,"Used boat,Diesel",2014,14.23,4.33,GRP,81,EUR,550000,Egypt, El Gouna
578600,Hardtop,Cranchi power boats,"new boat on order,Diesel",2020,13.82,4.06,GRP,417,EUR,578600,Switzerland, Lago Maggiore 
576384,Sport Boat,Cranchi power boats,new boat from stock,2020,11.85,3.53,GRP,214,EUR,576384,Austria, Linz
575000,Flybridge,Azimut power boats,"Used boat,Diesel",2000,21.3,5.48,GRP,122,EUR,575000,Spain, onbekend
573936,Hardtop,Sealine power boats,"new boat from stock,Diesel",2019,12.5,3.85,PVC,134,EUR,573936,France," Frejus, France"
572200,Flybridge,Galeon power boats,"new boat on order,Diesel",2020,12.5,4,GRP,429,EUR,572200,Germany, Lake Constance 
519950,Motor Yacht,Princess power boats,"Used boat,Diesel",2012,16.64,4.48,GRP,63,Â£ ,519950,United Kingdom , Swanwick
570000,Motor Yacht,Azimut power boats,"Used boat,Diesel",2008,19.2,4.9,GRP,58,EUR,570000,Greece, Athens
570000,Motor Yacht,Mangusta power boats,"Used boat,Diesel",2003,26.59,6.17,GRP,137,EUR,570000,Italy, Formia
570000,Trawler,BÃ©nÃ©teau power boats,"Used boat,Diesel",2011,17,4.9,PVC,131,EUR,570000,France," HyÃ¨res, France"
595000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2007,18.9,5,GRP,56,EUR,595000,Spain, Palmanova
595000,Mega Yacht,Vitech power boats,"Used boat,Diesel",2008,23.47,5.33,GRP,117,EUR,595000,Spain, Costa Blanca 
595000,Flybridge,Prestige Yachts power boats,"Used boat,Diesel",2018,14.29,4.3,PVC,106,EUR,595000,France," Saint-Cast-le-Guildo, France"
595000,Motor Yacht,Azimut power boats,"Used boat,Diesel",2007,21.59,5.41,GRP,53,EUR,595000,Greece, Lefkada
